pagina	pregunta	respuesta
0331	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0331	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0331	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0242	tipo_entidad	La respuesta es b) Nacional.
0242	tipo_entidad	La respuesta es c) Internacional.
0242	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0557	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0557	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0557	tipo_entidad	La respuesta es c) Internacional.
0515	tipo_entidad	La respuesta es c) Internacional.
0515	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0515	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0085	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0085	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0085	tipo_entidad	La respuesta es c) Internacional.
0330	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0330	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0330	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0550	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0550	tipo_entidad	La respuesta es c) Internacional.
0550	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0319	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0319	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0319	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0538	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0538	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0538	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0561	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0561	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0561	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0080	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0080	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0080	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0005	tipo_entidad	La respuesta es c) Internacional.
0005	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0005	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0586	tipo_entidad	La respuesta es c) Internacional.
0586	tipo_entidad	La respuesta es c) Internacional.
0586	tipo_entidad	La respuesta es c) Internacional.
0234	tipo_entidad	La respuesta es b) Nacional (ejemplo: Colombia)
0234	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0234	tipo_entidad	c) Nacional (ejemplo: México)
0339	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0339	tipo_entidad	La respuesta es c) Internacional.
0339	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0408	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0408	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0408	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico)
0577	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0577	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0577	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0483	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0483	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0483	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0368	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0368	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico)
0368	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0476	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0476	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0476	tipo_entidad	La respuesta es c) Internacional.
0150	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0150	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0150	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0537	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0537	tipo_entidad	La respuesta es c) Internacional.
0537	tipo_entidad	La respuesta es c) Internacional.
0229	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0229	tipo_entidad	La respuesta es c) Internacional.
0229	tipo_entidad	La respuesta es c) Internacional.
0365	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0365	tipo_entidad	La respuesta es c) Internacional.
0365	tipo_entidad	La respuesta es c) Internacional.
0110	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0110	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0110	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0562	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0562	tipo_entidad	La respuesta es b) Nacional.
0562	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0007	tipo_entidad	La respuesta es b) Nacional.
0007	tipo_entidad	La respuesta es b) Nacional (ejemplo: Argentina).
0007	tipo_entidad	La respuesta es b) Nacional (ejemplo: Argentina).
0402	tipo_entidad	La respuesta es c) Internacional.
0402	tipo_entidad	La respuesta es b) Nacional (ejemplo: México)
0402	tipo_entidad	La respuesta es c) Internacional.
0180	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0180	tipo_entidad	La respuesta es b) Nacional (ejemplo: Chile).
0180	tipo_entidad	La respuesta es b) Nacional (ejemplo: Chile).
0270	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0270	tipo_entidad	La respuesta es c) Internacional.
0270	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0416	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0416	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0416	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0107	tipo_entidad	La respuesta es a) Local.
0107	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0107	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0357	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0357	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0357	tipo_entidad	c) No aplica
0049	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0049	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0049	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0513	tipo_entidad	La respuesta es b) Nacional.
0513	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0513	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0165	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0165	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0165	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0140	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0140	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0140	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0384	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0384	tipo_entidad	La respuesta es c) Internacional.
0384	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0123	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0123	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0123	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0053	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0053	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0053	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0454	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0454	tipo_entidad	La respuesta es c) Internacional.
0454	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0055	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0055	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0055	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0352	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0352	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0352	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0369	tipo_entidad	La respuesta es c) Internacional.
0369	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0369	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0083	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0083	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0083	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0079	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0079	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0079	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0381	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0381	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0381	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0305	tipo_entidad	La respuesta es b) Nacional.
0305	tipo_entidad	La respuesta es b) Nacional.
0305	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0458	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0458	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0458	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0389	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0389	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0389	tipo_entidad	La respuesta es c) Internacional.
0299	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0299	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0299	tipo_entidad	La respuesta es c) Internacional.
0139	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0139	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0139	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0488	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0488	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0488	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0506	tipo_entidad	La respuesta es c) Internacional.
0506	tipo_entidad	La respuesta es c) Internacional.
0506	tipo_entidad	La respuesta es b) Nacional.
0064	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0064	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0064	tipo_entidad	La respuesta es c) Internacional.
0196	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0196	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0196	tipo_entidad	La respuesta es b) Nacional.
0317	tipo_entidad	La respuesta es c) Internacional.
0317	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0317	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0093	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0093	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0093	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0269	tipo_entidad	La respuesta es b) Nacional.
0269	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0269	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0470	tipo_entidad	La respuesta es b) Nacional.
0470	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0470	tipo_entidad	La respuesta es b) Nacional.
0164	tipo_entidad	La respuesta es b) Nacional (ejemplo: Chile).
0164	tipo_entidad	La respuesta es c) Internacional.
0164	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0025	tipo_entidad	La respuesta es c) Internacional.
0025	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0025	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0380	tipo_entidad	La respuesta es b) Nacional.
0380	tipo_entidad	La respuesta es b) Nacional.
0380	tipo_entidad	La respuesta es b) Nacional.
0393	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0393	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0393	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0063	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0063	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0063	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0017	tipo_entidad	La respuesta es d) No aplica.
0017	tipo_entidad	La respuesta es b) Nacional (ejemplo: México)
0017	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0191	tipo_entidad	La respuesta es b) Nacional (ejemplo: Chile).
0191	tipo_entidad	La respuesta es b) Nacional (ejemplo: Chile).
0191	tipo_entidad	La respuesta es b) Nacional (ejemplo: Chile).
0232	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0232	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0232	tipo_entidad	La respuesta es c) Internacional.
0016	tipo_entidad	La respuesta es c) Internacional.
0016	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0016	tipo_entidad	La respuesta es c) Internacional.
0423	tipo_entidad	c) No aplica
0423	tipo_entidad	c) Nacional (ejemplo: México)
0423	tipo_entidad	c) Nacional (ejemplo: México)
0048	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0048	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0048	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0564	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0564	tipo_entidad	La respuesta es c) Internacional.
0564	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0445	tipo_entidad	La respuesta es b) Nacional.
0445	tipo_entidad	La respuesta es b) Nacional.
0445	tipo_entidad	La respuesta es b) Nacional.
0340	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0340	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0340	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0531	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0531	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0531	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0312	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0312	tipo_entidad	La respuesta es c) Internacional.
0312	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0026	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0026	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0026	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0473	tipo_entidad	La respuesta es c) Internacional.
0473	tipo_entidad	La respuesta es c) Internacional.
0473	tipo_entidad	La respuesta es c) Internacional.
0582	tipo_entidad	c) No aplica.
0582	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0582	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0356	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0356	tipo_entidad	La respuesta es b) Nacional (ejemplo: El Salvador).
0356	tipo_entidad	La respuesta es b) Nacional.
0181	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0181	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0181	tipo_entidad	La respuesta es b) Nacional (ejemplo: Chile).
0101	tipo_entidad	La respuesta es c) Internacional.
0101	tipo_entidad	La respuesta es c) Internacional.
0101	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0087	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0087	tipo_entidad	La respuesta es c) Internacional.
0087	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0148	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0148	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0148	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0271	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0271	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0271	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0333	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0333	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0333	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0052	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0052	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0052	tipo_entidad	La respuesta es c) Internacional.
0171	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0171	tipo_entidad	La respuesta es b) Nacional.
0171	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0086	tipo_entidad	La respuesta es c) Internacional.
0086	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0086	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0441	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0441	tipo_entidad	La respuesta es c) Internacional.
0441	tipo_entidad	c) Nacional (ejemplo: Nicaragua)
0401	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0401	tipo_entidad	c) Internacional (ejemplo: América Latina, global).
0401	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0024	tipo_entidad	La respuesta es c) Internacional.
0024	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0024	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0132	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico)
0132	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0132	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0547	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0547	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0547	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0504	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0504	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0504	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0281	tipo_entidad	La respuesta es b) Nacional.
0281	tipo_entidad	La respuesta es b) Nacional (ejemplo: México)
0281	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0511	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0511	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0511	tipo_entidad	La respuesta es b) Nacional.
0274	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0274	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0274	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0222	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0222	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0222	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0204	tipo_entidad	La respuesta es d) No aplica.
0204	tipo_entidad	La respuesta es c) Internacional.
0204	tipo_entidad	La respuesta es c) Internacional.
0351	tipo_entidad	c) Internacional (ejemplo: América Latina, global).
0351	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0351	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0228	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0228	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0228	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0549	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0549	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0549	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0192	tipo_entidad	La respuesta es c) Internacional.
0192	tipo_entidad	La respuesta es c) Internacional.
0192	tipo_entidad	La respuesta es c) Internacional.
0051	tipo_entidad	La respuesta es c) Internacional.
0051	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0051	tipo_entidad	La respuesta es c) Internacional.
0038	tipo_entidad	La respuesta es b) Nacional (ejemplo: Argentina).
0038	tipo_entidad	La respuesta es b) Nacional (ejemplo: Argentina).
0038	tipo_entidad	c) Internacional (ejemplo: América Latina, global) La corrupción en la Argentina, como se desprende del texto, no se limita a problemas locales o nacionales, sino que tiene implicaciones y conexiones internacionales, como se menciona en el caso de la relación con los Estados Unidos y la posible influencia de líderes políticos en la región.
0167	tipo_entidad	La respuesta es c) Internacional.
0167	tipo_entidad	La respuesta es c) Internacional.
0167	tipo_entidad	c) No aplica.
0303	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0303	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0303	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0091	tipo_entidad	La respuesta es c) Internacional.
0091	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0091	tipo_entidad	La respuesta es c) Internacional.
0516	tipo_entidad	La respuesta es d) No aplica.
0516	tipo_entidad	La respuesta es d) No aplica
0516	tipo_entidad	La respuesta es d) No aplica.
0372	tipo_entidad	c) Internacional (ejemplo: América Latina, global).
0372	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0372	tipo_entidad	c) Internacional (ejemplo: América Latina, global).
0568	tipo_entidad	La respuesta es c) Internacional.
0568	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0568	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0280	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0280	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0280	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0097	tipo_entidad	La respuesta es c) Internacional.
0097	tipo_entidad	La respuesta es c) Internacional.
0097	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0163	tipo_entidad	La respuesta es c) Internacional.
0163	tipo_entidad	La respuesta es d) No aplica.
0163	tipo_entidad	La respuesta es d) No aplica.
0493	tipo_entidad	La respuesta es b) Nacional.
0493	tipo_entidad	La respuesta es b) Nacional.
0493	tipo_entidad	La respuesta es b) Nacional.
0043	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0043	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0043	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0062	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0062	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0062	tipo_entidad	c) Internacional (ejemplo: América Latina, global).
0383	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0383	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0383	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0354	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0354	tipo_entidad	c) Internacional (ejemplo: América Latina, global) La corrupción se presenta como un problema que abarca diversas regiones y contextos, incluyendo América Latina y en general, el panorama global. El texto menciona casos específicos de corrupción en El Salvador, pero también hace referencia a la situación en otros países y a la percepción general de la corrupción como un problema social y político amplio.
0354	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0170	tipo_entidad	La respuesta es b) Nacional.
0170	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0170	tipo_entidad	La respuesta es c) Internacional.
0472	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0472	tipo_entidad	c) Internacional (ejemplo: América Latina, global).
0472	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0227	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0227	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0227	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0056	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0056	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico).
0056	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0193	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0193	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0193	tipo_entidad	La respuesta es c) Internacional.
0119	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0119	tipo_entidad	c) Internacional (ejemplo: América Latina, global).
0119	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0349	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0349	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0349	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0442	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0442	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0442	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0047	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0047	tipo_entidad	La respuesta es c) Internacional.
0047	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0447	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0447	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0447	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0505	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0505	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0505	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0439	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0439	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0439	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0104	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0104	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0104	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0453	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0453	tipo_entidad	La respuesta es c) Internacional.
0453	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0286	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0286	tipo_entidad	La respuesta es c) No aplica
0286	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0567	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0567	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0567	tipo_entidad	La respuesta es c) Internacional.
0360	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0360	tipo_entidad	La respuesta es c) Internacional.
0360	tipo_entidad	La respuesta es b) Nacional (ejemplo: México).
0456	tipo_entidad	La respuesta es b) Nacional.
0456	tipo_entidad	La respuesta es b) Nacional.
0456	tipo_entidad	La respuesta es b) Nacional.
0022	tipo_entidad	c) Internacional (ejemplo: América Latina, global).
0022	tipo_entidad	c) Internacional (ejemplo: América Latina, global)
0022	tipo_entidad	La respuesta es c) Internacional.
0461	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0461	tipo_entidad	La respuesta es c) Internacional.
0461	tipo_entidad	La respuesta es c) Internacional.
0316	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0316	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global).
0316	tipo_entidad	La respuesta es c) Internacional (ejemplo: América Latina, global)
0268	tipo_entidad	La respuesta es b) Nacional (ejemplo: Mexico)
